model,cv_r2_score,mean_fit_time,mean_score_time,train_r2,test_r2,test_rmse,test_nrmse,best_alpha
ridge_regression,0.21479150117290602,0.003934240341186524,0.0006587982177734375,0.21535983236375156,0.23188633955794746,1.3835538671699927,0.10325028859477557,10.0
