model,cv_r2_score,mean_fit_time,mean_score_time,train_r2,test_r2,test_rmse,test_nrmse
log_target_linear_regression,0.2836316520179336,0.007960891723632813,0.0010193347930908202,0.17663385725799885,0.18776747011308714,1.4227333690694628,0.10617413202010915
