model,cv_r2_score,mean_fit_time,mean_score_time,train_r2,test_r2,test_rmse,test_nrmse,best_n_estimators,best_max_depth,best_learning_rate,best_subsample,best_colsample_bytree
xgboost_regression,0.6147677247297492,1.2504851341247558,0.04403562545776367,0.7901226129069849,0.6027728820739702,0.9949534741338788,0.07425025926372229,200,8,0.05,0.8,0.7
