model,cv_r2_score,mean_fit_time,mean_score_time,train_r2,test_r2,test_rmse,test_nrmse
linear_regression,0.21478632339371256,0.009471750259399414,0.0010983943939208984,0.21536025354469213,0.23188802874242742,1.3835523458593293,0.10325017506412905
