reviews_per_month
0.1
2.26
0.71
0.0
0.0
0.4
6.0
0.0
2.6
2.54
0.83
0.0
4.46
0.0
0.28
5.0
0.56
2.88
0.22
0.0
3.49
0.95
0.08
6.03
1.0
2.79
0.4
0.14
1.46
0.3
0.0
0.71
5.65
6.44
0.0
0.05
1.0
0.0
1.67
5.92
0.43
0.0
0.02
0.44
3.01
1.22
2.0
0.0
0.94
0.96
1.94
0.42
0.0
0.34
7.27
0.42
0.35
0.35
7.0
0.08
0.41
0.42
5.0
3.18
0.31
3.42
0.0
0.0
0.24
0.1
0.0
1.23
0.0
0.79
0.97
1.59
0.14
0.79
0.24
0.12
2.45
0.13
0.0
0.6
1.37
0.87
0.21
3.68
0.44
0.0
0.42
0.0
1.36
0.42
0.42
0.0
0.19
0.0
2.28
0.02
1.33
0.12
0.0
0.0
0.98
0.0
0.08
0.49
0.0
0.74
0.0
0.0
0.1
0.65
4.65
3.54
0.13
0.0
0.03
2.39
0.89
0.15
0.0
0.96
0.0
0.24
0.0
1.52
0.0
0.07
0.75
0.58
4.11
0.04
0.06
4.23
1.43
0.0
0.27
0.66
0.0
0.14
0.0
0.0
2.23
1.8
0.0
5.79
1.17
0.06
0.0
0.0
0.65
0.76
0.12
0.09
0.18
0.0
4.59
0.0
0.47
0.03
4.57
3.09
0.0
1.84
0.2
0.13
0.18
3.97
0.0
0.59
0.86
4.12
0.12
0.0
0.07
0.21
2.0
3.45
0.0
0.21
1.8
4.74
3.19
0.69
2.92
0.81
0.13
1.0
0.26
2.38
0.48
1.52
0.27
0.12
0.05
1.52
1.0
0.14
2.0
0.12
0.0
0.68
1.13
0.0
0.16
0.02
1.56
0.0
0.42
0.95
0.0
0.0
0.0
0.0
0.0
1.79
0.11
0.04
5.97
0.0
0.0
0.21
0.31
0.11
0.27
0.17
0.0
2.0
0.38
1.06
0.0
3.09
0.85
0.17
0.03
0.21
6.13
1.03
5.54
0.21
5.71
0.09
2.0
2.85
0.0
2.0
1.31
0.09
0.66
6.46
0.05
1.84
0.33
0.33
5.13
0.0
0.0
0.0
0.17
0.0
10.64
0.0
2.97
1.0
0.32
0.63
2.14
0.98
0.81
0.0
1.13
0.93
0.51
0.16
0.0
2.59
0.58
0.0
0.0
2.51
0.1
1.13
0.0
0.0
3.25
0.37
0.03
0.72
2.95
0.32
0.08
2.09
1.46
0.0
2.13
0.35
0.1
1.0
3.05
0.29
1.1
0.08
3.82
0.6
1.87
3.72
3.37
0.15
0.0
1.46
0.77
6.61
2.0
2.78
0.08
0.0
2.63
0.0
0.0
0.07
0.27
3.87
0.25
0.04
0.42
0.04
0.4
0.12
0.0
0.24
3.55
0.45
2.87
1.84
0.34
0.0
0.0
0.05
0.0
2.97
0.0
3.58
0.0
0.76
0.14
4.8
0.25
0.0
0.3
0.76
0.0
1.88
2.13
1.2
0.03
0.0
2.42
2.04
0.0
0.42
1.82
3.04
3.29
1.78
0.88
0.56
0.38
1.64
0.91
0.12
0.32
0.0
0.03
0.8
1.26
0.05
0.21
0.0
2.64
2.41
0.5
0.07
0.0
3.94
0.0
0.37
1.23
4.44
1.12
4.2
0.0
4.34
5.32
0.37
1.43
2.34
4.29
0.0
0.62
0.54
0.0
6.22
0.16
0.0
2.87
0.63
0.09
2.81
0.08
0.33
0.05
0.31
0.0
0.0
6.78
0.96
0.14
0.83
2.13
0.0
0.31
0.98
5.77
0.78
5.2
1.55
0.63
0.06
0.34
0.02
0.11
0.68
0.02
0.3
2.22
0.02
0.65
0.7
1.15
2.11
2.51
0.56
0.0
0.42
0.18
3.0
0.16
0.0
3.95
0.09
0.0
0.25
0.47
0.43
1.55
3.35
1.65
2.42
1.93
0.91
0.2
0.29
0.24
2.37
0.57
0.0
0.0
0.46
0.9
1.36
0.18
3.43
0.0
0.46
10.0
2.07
2.96
2.15
3.64
0.43
0.11
3.0
0.0
0.67
0.44
0.23
0.0
0.97
1.18
2.78
0.58
1.79
0.0
0.0
0.0
0.4
1.72
5.01
2.4
0.26
2.18
0.99
2.27
8.56
0.16
0.05
0.0
0.0
0.81
0.69
2.5
1.22
0.34
1.58
0.29
0.0
0.32
0.51
0.82
0.27
0.0
0.0
1.12
1.35
0.67
0.41
0.94
3.04
0.95
1.7
0.05
0.57
1.31
1.9
15.32
0.03
2.81
0.05
2.66
0.31
0.3
0.0
2.12
0.53
1.31
0.37
0.7
3.91
0.0
0.0
0.0
0.09
1.88
0.0
0.27
0.12
1.5
0.71
0.05
7.59
0.02
0.37
0.0
0.0
0.38
1.61
0.07
1.0
2.2
0.0
0.11
0.0
0.09
0.11
0.5
1.28
2.62
0.03
0.03
0.06
0.2
0.12
0.19
0.08
0.19
0.0
0.16
0.8
0.08
0.64
0.71
0.41
0.0
0.05
0.03
1.54
1.67
0.74
0.08
2.49
6.86
0.0
0.0
1.63
0.0
0.29
0.0
0.04
1.13
2.9
3.97
0.39
1.76
3.89
5.44
0.23
0.0
0.14
0.0
0.05
0.0
0.0
4.31
1.26
0.22
1.69
4.82
0.2
0.02
0.0
0.02
0.1
0.46
0.5
1.36
0.83
0.25
0.57
0.05
0.0
0.02
0.19
0.24
1.0
0.11
0.82
1.36
0.0
0.0
5.04
0.12
0.0
2.34
5.84
0.18
0.05
0.0
0.0
3.36
5.43
1.13
2.92
0.26
1.53
0.0
1.47
0.09
1.86
0.67
2.41
0.81
1.4
0.74
0.0
2.07
0.0
0.82
0.13
0.11
0.0
0.0
2.8
0.31
0.03
0.4
2.41
0.86
0.06
2.75
2.04
0.0
0.05
0.47
0.39
0.0
0.0
0.92
0.14
0.0
0.0
0.0
3.43
0.92
0.09
0.19
0.28
0.0
0.14
0.8
0.46
1.57
0.61
0.0
0.0
0.32
1.14
0.15
0.08
0.21
0.99
0.61
0.0
0.6
0.38
0.03
1.52
1.26
0.4
0.1
3.47
1.95
0.0
0.36
1.38
0.15
0.82
0.4
0.74
0.0
2.68
3.42
1.83
0.1
0.0
2.44
4.42
0.84
1.2
4.1
0.0
0.02
1.68
0.0
0.0
4.62
0.16
0.56
0.64
0.76
0.09
0.15
1.04
0.0
0.35
0.25
0.29
0.07
0.03
3.42
2.4
0.0
0.32
5.94
0.43
0.0
0.0
0.0
0.0
0.0
0.02
0.47
0.16
0.17
0.56
3.22
0.0
0.57
0.16
0.0
1.66
0.26
0.29
7.38
2.15
1.46
0.0
0.15
7.58
0.11
0.09
3.62
1.54
3.93
0.11
0.0
5.88
0.28
2.48
3.51
0.09
1.81
0.0
0.43
0.08
0.08
0.04
1.22
0.0
2.74
0.0
3.08
11.59
2.66
0.0
2.25
1.91
1.1
5.83
0.08
2.75
4.51
1.58
0.52
0.0
2.01
0.1
3.49
0.94
0.05
0.0
0.05
2.37
0.49
0.26
2.05
0.15
0.14
5.35
0.02
0.03
0.05
0.58
0.22
0.27
0.0
4.26
1.96
0.45
0.32
0.0
0.52
4.25
3.46
3.52
0.26
0.0
0.14
6.59
0.54
0.16
5.0
0.04
2.43
0.11
1.61
0.0
1.58
0.03
0.16
3.54
0.17
4.11
0.0
0.0
0.13
3.77
1.87
0.05
0.06
0.24
0.0
2.8
5.11
1.0
0.11
0.0
0.85
2.84
0.03
0.27
0.99
0.0
0.45
0.16
0.13
0.06
0.43
0.66
0.06
0.0
2.48
0.0
0.68
0.85
0.22
0.05
2.0
0.98
0.13
1.99
2.38
0.27
0.0
0.82
0.0
0.0
0.4
3.0
0.07
1.25
1.74
0.07
0.06
0.3
3.56
0.16
4.02
1.47
0.0
7.65
0.06
0.0
1.87
0.46
3.77
0.02
0.0
0.03
2.3
0.21
0.78
3.78
0.64
3.82
0.41
0.0
0.13
0.0
0.0
1.21
1.15
0.26
0.0
1.69
0.36
0.5
1.01
0.0
0.03
2.63
0.0
0.07
1.93
3.07
0.32
0.0
0.0
0.04
2.64
0.27
1.09
4.22
0.53
0.0
0.76
1.61
0.14
2.02
0.0
5.14
0.14
0.13
3.05
0.0
0.85
4.82
0.25
4.27
1.17
0.0
2.5
3.95
1.69
0.03
0.1
0.13
1.49
0.0
1.05
0.33
0.16
0.96
1.19
0.19
2.79
0.06
0.06
0.0
0.97
0.26
5.0
0.53
3.78
0.0
0.28
0.03
0.59
0.0
2.56
8.64
0.0
0.0
4.91
3.2
1.1
1.78
0.51
0.02
2.26
2.54
1.28
0.0
2.6
2.26
0.19
0.0
0.94
0.02
0.12
0.0
0.0
3.52
2.43
4.0
2.33
0.16
0.88
0.56
0.03
0.3
0.75
0.06
0.23
0.1
0.0
0.18
2.92
0.06
1.0
0.47
2.67
0.0
2.95
2.69
1.16
0.29
0.95
0.28
0.15
0.0
0.18
0.92
0.27
0.0
0.26
0.65
0.13
1.75
0.14
0.0
1.03
2.23
0.27
0.07
1.25
1.32
4.29
6.37
0.53
0.02
1.0
0.0
0.27
0.9
0.18
0.17
3.37
1.21
0.09
0.16
0.0
2.85
0.41
0.05
0.48
0.09
4.69
0.14
3.13
0.47
0.05
0.3
0.08
1.88
0.24
1.26
3.11
3.33
0.63
0.26
0.81
3.15
0.19
0.37
1.54
4.96
0.26
0.05
2.2
3.58
1.52
3.0
2.42
0.71
0.0
0.69
2.0
1.0
0.05
0.02
0.07
0.69
0.29
1.64
1.33
0.48
2.37
0.16
1.08
0.0
0.75
3.51
0.0
1.94
1.59
0.18
1.18
3.01
3.63
3.1
2.23
0.05
3.23
0.0
0.02
0.29
3.21
4.86
2.4
0.0
2.51
0.0
0.04
0.95
3.33
0.54
3.02
0.0
2.23
0.21
0.46
0.85
4.74
3.05
0.0
3.73
0.0
0.0
1.08
0.0
0.06
0.49
1.0
0.0
0.78
2.17
0.68
0.35
0.05
0.0
0.79
0.18
